id,description,theme,genre
1005313,"The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo, all the while deconstructing the conventions and archetypes of the horror genre for them.","Crude humor and satire|Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Spooky, scary comedy|Twisted dark psychological thriller|Terrifying, haunted, and supernatural horror|Gags, jokes, and slapstick humor",Comedy|Thriller|Horror
1041354,Aasif's belief in logic and science shatters when he gets possessed by a transgender's ghost.,Faith and religion|Bollywood emotional dramas,Horror|Comedy
1022582,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.","Crude humor and satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor",Drama|Comedy|Crime
1026049,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.",Crude humor and satire|Holiday joy and heartwarming Christmas,Family
1003580,"After Drax Industries' Moonraker space shuttle is hijacked, secret agent James Bond is assigned to investigate, traveling to California to meet the company's owner, the mysterious Hugo Drax. With the help of scientist Dr. Holly Goodhead, Bond soon uncovers Drax's nefarious plans for humanity, all the while fending off an old nemesis, Jaws, and venturing to Venice, Rio, the Amazon...and outer space.","Epic heroes|Monsters, aliens, sci-fi and the apocalypse|High speed and special ops|Explosive and action-packed heroes vs. villains|Action-packed space and alien sagas|Imaginative space odysseys and alien encounters|Action comedy and silly heroics|Superheroes in action-packed battles with villains",Thriller|Adventure|Science Fiction|Action
1012311,"Jai and Ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen Mumbai as his next target.",Song and dance|Bollywood emotional dramas|Heists and thrilling action,Action|Crime|Drama|Thriller
1007382,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be... nameless.","Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Fantasy adventure, heroism, and swordplay|Epic adventure and breathtaking battles",Fantasy|Animation|Family|Romance
1010911,"A man with a mysterious past flees the country to escape his own personal hell... only to arrive somewhere much worse. In an effort to survive this new horror, he turns to his personified conscience.","Crude humor and satire|Twisted dark psychological thriller|Gory, gruesome, and slasher horror",Horror|Comedy
1037584,"Living in Paris, journalist Bernard has devised a scheme to keep three fiancées: Lufthansa, Air France and British United. Everything works fine as long as they only come home every third day. But when there's a change in their working schedule, they will be able to be home every second day instead. Bernard's carefully structured life is breaking apart","Crude humor and satire|Gags, jokes, and slapstick humor|Amusing jokes and witty satire",Comedy
1038652,"A naive traveler in Laredo gets involved in a poker game between the richest men in the area, jeopardizing all the money he has saved for the purpose of settling with his wife and child in San Antonio.",Crude humor and satire|Western frontier dramas with a touch of humor,Western
1024249,"Penurious but muscle-bound Blake Thorne has made a vast fortune marketing health food and health supplements. He once was a nice fellow, but as his wealth increases, he becomes increasingly self-centered and decadent. One day, he gets in a great paint-gun fight that goes too far. Blake escapes the cops by running into a shopping mall, quickly donning a Santa Suit and pretending to be St. Nick. A head injury causes Blake to suffer amnesia, and an opportunistic ""elf"" decides to convince Blake that he is indeed Santa. This leads ""Santa"" to help save an orphanage, filled with adorable moppets, from the machinations of a greedy, insane doctor.",Holiday joy and heartwarming Christmas|Kids' animated fun and adventure,Family|Comedy|Action
1002767,"A Swedish pastor fails a loving woman, a suicidal fisherman and God.","Faith and religion|Religious faith, sin, and forgiveness|Faith and spiritual journeys|Powerful stories of heartbreak and suffering",Drama
1027926,"Six people are trapped within the confines of their old high school during their 10th high school reunion with a psychotic, masked preacher who kills them off for their sinful lives they have made for themselves.","Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Gothic and eerie haunting horror|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Twisted dark psychological thriller",Horror
1008400,Utena is a tomboyish school girl who attends the prestigious Ohtori Academy. Her strong sense of chivalry pulls her into a series of duels with other members of the Student Council for the possession of the Rose Bride.,Humanity and the world around us|Surreal and thought-provoking visions of life and death,Drama|Animation|Mystery
